workload,prompt_idx,policy,avg_latency,net_speedup,wasted_tokens_per_accepted
humaneval,137,fixed_1,5.155919551849365,0.45021561125956244,0.2413793103448276
humaneval,138,fixed_1,5.218443155288696,0.44094846351635164,0.13333333333333333
humaneval,139,fixed_1,5.009264945983887,0.46771395852906994,0.03125
humaneval,140,fixed_1,4.920257091522217,0.475141510023669,0.13333333333333333
humaneval,141,fixed_1,4.91271710395813,0.4915286160749189,0.06451612903225806
humaneval,142,fixed_1,4.9558916091918945,0.3317315898441086,0.13333333333333333
humaneval,143,fixed_1,4.833308696746826,0.4927958581647549,0.03125
humaneval,144,fixed_1,4.850281476974487,0.4881929436620099,0.03125
humaneval,145,fixed_1,4.7921483516693115,0.4844669283319122,0.0
humaneval,146,fixed_1,4.829076290130615,0.48846509738472427,0.0
humaneval,147,fixed_1,4.742700576782227,0.5081043807441744,0.0
humaneval,148,fixed_1,4.8344409465789795,0.503927851669234,0.0
humaneval,149,fixed_1,5.024877548217773,0.4627555482422928,0.0967741935483871
humaneval,150,fixed_1,4.60446310043335,0.49940489375854563,0.0
humaneval,151,fixed_1,4.9670844078063965,0.4890682115147257,0.13333333333333333
humaneval,152,fixed_1,4.826137065887451,0.1746940044222278,0.06451612903225806
humaneval,153,fixed_1,4.920754909515381,0.4787157818866695,0.06451612903225806
humaneval,154,fixed_1,4.53670597076416,0.5203089878015531,0.0
humaneval,155,fixed_1,4.875784397125244,0.48899304379614367,0.0967741935483871
humaneval,156,fixed_1,4.603032350540161,0.5175008003774062,0.0
humaneval,157,fixed_1,4.638554334640503,0.5238521411958064,0.0
humaneval,158,fixed_1,4.825494050979614,0.5033708441411533,0.0967741935483871
humaneval,159,fixed_1,5.25458550453186,0.4548289559995225,0.2857142857142857
humaneval,160,fixed_1,4.779655456542969,0.5096577957920377,0.06451612903225806
humaneval,161,fixed_1,4.849392890930176,0.4935415874706512,0.0967741935483871
humaneval,162,fixed_1,4.802304744720459,0.47980436817475797,0.13333333333333333
humaneval,163,fixed_1,4.628188371658325,0.5182397471176249,0.06451612903225806
humaneval,0,fixed_2,4.514946699142456,0.7792029374783064,0.14285714285714285
humaneval,1,fixed_2,4.615390777587891,0.5063882504047865,0.25
humaneval,2,fixed_2,4.398488998413086,0.22976757043894935,0.17073170731707318
humaneval,3,fixed_2,4.330321550369263,0.443895767613654,0.09523809523809523
humaneval,4,fixed_2,4.61472487449646,0.37162656991720056,0.21951219512195122
humaneval,5,fixed_2,4.302201747894287,0.4911741048999204,0.06976744186046512
humaneval,6,fixed_2,4.488152027130127,0.3746561029423405,0.2
humaneval,7,fixed_2,4.200765609741211,0.12229858550470371,0.09523809523809523
humaneval,8,fixed_2,4.289072275161743,0.45342336128066363,0.06976744186046512
humaneval,9,fixed_2,4.054320335388184,0.5651545199626558,0.023255813953488372
humaneval,10,fixed_2,4.497620582580566,0.5174405869938637,0.2
humaneval,11,fixed_2,4.164765357971191,0.562951489475903,0.06976744186046512
humaneval,12,fixed_2,3.969440460205078,0.5635927356772522,0.023255813953488372
humaneval,13,fixed_2,3.954493761062622,0.5788792940507884,0.0
humaneval,14,fixed_2,3.819127082824707,0.6120799721323613,0.023255813953488372
humaneval,15,fixed_2,3.999048948287964,0.5719877874424522,0.12195121951219512
humaneval,16,fixed_2,4.008925676345825,0.5762855766336659,0.047619047619047616
humaneval,17,fixed_2,4.326711893081665,0.5269228427316202,0.06976744186046512
humaneval,18,fixed_2,4.161792993545532,0.5494701625388659,0.06976744186046512
humaneval,19,fixed_2,4.112836837768555,0.5428040064721648,0.09523809523809523
humaneval,20,fixed_2,4.309950113296509,0.5217608704779673,0.14285714285714285
humaneval,21,fixed_2,4.242950201034546,0.5513690180214083,0.09523809523809523
humaneval,22,fixed_2,6.283173322677612,0.363131684135478,0.06976744186046512
humaneval,23,fixed_2,4.122222423553467,0.540386344500075,0.047619047619047616
humaneval,24,fixed_2,4.4384825229644775,0.5143841608006298,0.09523809523809523
humaneval,25,fixed_2,4.192172527313232,0.560092886148553,0.023255813953488372
humaneval,26,fixed_2,4.270557403564453,0.529406572660498,0.047619047619047616
humaneval,27,fixed_2,4.603791952133179,0.49762065216642637,0.047619047619047616
humaneval,28,fixed_2,4.728778600692749,0.05393448148337684,0.12195121951219512
humaneval,29,fixed_2,4.23546576499939,0.5116972404634753,0.0
humaneval,30,fixed_2,4.42187762260437,0.5903246717919992,0.09523809523809523
humaneval,31,fixed_2,4.480243921279907,0.6840736279505021,0.14285714285714285
humaneval,32,fixed_2,4.6547911167144775,0.6385114043207892,0.14285714285714285
humaneval,33,fixed_2,4.611649751663208,0.44151376069714504,0.17073170731707318
humaneval,34,fixed_2,4.138916015625,0.5870050193918481,0.0
humaneval,35,fixed_2,4.304163455963135,0.5562954461232694,0.06976744186046512
humaneval,36,fixed_2,4.420569181442261,0.5453849805171841,0.12195121951219512
humaneval,37,fixed_2,4.373284339904785,0.5712393972507268,0.09523809523809523
humaneval,38,fixed_2,4.917749404907227,0.4996377966712393,0.3333333333333333
humaneval,39,fixed_2,4.653162479400635,0.5198642419358359,0.17073170731707318
humaneval,40,fixed_2,4.356928110122681,0.5605432027667737,0.023255813953488372
humaneval,41,fixed_2,6.465087652206421,0.3835617615416537,0.8823529411764706
humaneval,42,fixed_2,4.187358140945435,0.5904913001173543,0.0
humaneval,43,fixed_2,4.794638633728027,0.5037772924070465,0.25
humaneval,44,fixed_2,4.547340154647827,0.528600355886645,0.17073170731707318
humaneval,45,fixed_2,4.385892868041992,0.5367786764868964,0.09523809523809523
